market,entry_dt,side,ask_cents,overlay,net_pnl_cents,entry_dt_anchor,entry_dt_reference,legacy_key,executable_match,selected_anchor,reference_after_selected,stale_anchor_after_future_reference,dataset,lock
KXBTC15M-26APR302130-30,2026-05-01 01:16:00.596281+00:00,yes,62.0,refmargin_score_switch:score_min60_gap020,-64.0,2026-05-01 01:16:00.596281+00:00,2026-05-01 01:16:00.596281+00:00,"('KXBTC15M-26APR302130-30', '2026-05-01 01:16:00.596281+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26APR302145-45,2026-05-01 01:34:00.225361+00:00,yes,66.0,refmargin_score_switch:book_margin,32.0,2026-05-01 01:34:00.225361+00:00,2026-05-01 01:35:00.222917+00:00,"('KXBTC15M-26APR302145-45', '2026-05-01 01:34:00.225361+00:00', 'yes')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26APR302200-00,2026-05-01 01:48:00.828065+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 01:48:00.828065+00:00,2026-05-01 01:48:00.828065+00:00,"('KXBTC15M-26APR302200-00', '2026-05-01 01:48:00.828065+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26APR302215-15,2026-05-01 02:03:00.306881+00:00,no,81.0,refmargin_score_switch:book_margin,17.0,2026-05-01 02:03:00.306881+00:00,2026-05-01 02:03:00.306881+00:00,"('KXBTC15M-26APR302215-15', '2026-05-01 02:03:00.306881+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26APR302230-30,2026-05-01 02:17:00.648213+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,-69.0,2026-05-01 02:17:00.648213+00:00,2026-05-01 02:17:00.648213+00:00,"('KXBTC15M-26APR302230-30', '2026-05-01 02:17:00.648213+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26APR302245-45,2026-05-01 02:32:00.052870+00:00,no,72.0,refmargin_score_switch:book_margin,26.0,2026-05-01 02:32:00.052870+00:00,2026-05-01 02:32:00.052870+00:00,"('KXBTC15M-26APR302245-45', '2026-05-01 02:32:00.052870+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26APR302300-00,2026-05-01 02:46:00.480436+00:00,no,62.0,refmargin_score_switch:book_margin,36.0,2026-05-01 02:46:00.480436+00:00,2026-05-01 02:46:00.480436+00:00,"('KXBTC15M-26APR302300-00', '2026-05-01 02:46:00.480436+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26APR302315-15,2026-05-01 03:02:00.011076+00:00,no,65.0,refmargin_score_switch:book_margin,-67.0,2026-05-01 03:02:00.011076+00:00,2026-05-01 03:02:00.011076+00:00,"('KXBTC15M-26APR302315-15', '2026-05-01 03:02:00.011076+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26APR302330-30,2026-05-01 03:16:00.673288+00:00,yes,72.0,refmargin_score_switch:score_min60_gap020,26.0,2026-05-01 03:16:00.673288+00:00,2026-05-01 03:16:00.673288+00:00,"('KXBTC15M-26APR302330-30', '2026-05-01 03:16:00.673288+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26APR302345-45,2026-05-01 03:39:00.033429+00:00,no,71.0,refmargin_score_switch:score_min60_gap020,27.0,2026-05-01 03:33:00.056918+00:00,2026-05-01 03:39:00.033429+00:00,"('KXBTC15M-26APR302345-45', '2026-05-01 03:39:00.033429+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010000-00,2026-05-01 03:52:00.573599+00:00,yes,66.0,refmargin_score_switch:score_min60_gap020,-68.0,2026-05-01 03:52:00.573599+00:00,2026-05-01 03:52:00.573599+00:00,"('KXBTC15M-26MAY010000-00', '2026-05-01 03:52:00.573599+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010015-15,2026-05-01 04:02:00.019936+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-01 04:02:00.019936+00:00,2026-05-01 04:02:00.019936+00:00,"('KXBTC15M-26MAY010015-15', '2026-05-01 04:02:00.019936+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010030-30,2026-05-01 04:19:00.710692+00:00,yes,72.0,refmargin_score_switch:score_min60_gap020,-74.0,2026-05-01 04:19:00.710692+00:00,2026-05-01 04:19:00.710692+00:00,"('KXBTC15M-26MAY010030-30', '2026-05-01 04:19:00.710692+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010045-45,2026-05-01 04:32:00.360337+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-01 04:31:00.356614+00:00,2026-05-01 04:32:00.360337+00:00,"('KXBTC15M-26MAY010045-45', '2026-05-01 04:32:00.360337+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010100-00,2026-05-01 04:53:00.172815+00:00,yes,76.0,refmargin_score_switch:book_margin,-78.0,2026-05-01 04:53:00.172815+00:00,2026-05-01 04:53:00.172815+00:00,"('KXBTC15M-26MAY010100-00', '2026-05-01 04:53:00.172815+00:00', 'yes')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010115-15,2026-05-01 05:04:00.769685+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-01 05:04:00.769685+00:00,2026-05-01 05:04:00.769685+00:00,"('KXBTC15M-26MAY010115-15', '2026-05-01 05:04:00.769685+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010130-30,2026-05-01 05:17:00.125446+00:00,no,66.0,refmargin_score_switch:score_min60_gap020,32.0,2026-05-01 05:17:00.125446+00:00,2026-05-01 05:17:00.125446+00:00,"('KXBTC15M-26MAY010130-30', '2026-05-01 05:17:00.125446+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010145-45,2026-05-01 05:39:00.744383+00:00,no,73.0,refmargin_score_switch:book_margin,-75.0,2026-05-01 05:39:00.744383+00:00,2026-05-01 05:39:00.744383+00:00,"('KXBTC15M-26MAY010145-45', '2026-05-01 05:39:00.744383+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010200-00,2026-05-01 05:48:00.578759+00:00,yes,68.0,refmargin_score_switch:book_margin,30.0,2026-05-01 05:48:00.578759+00:00,2026-05-01 05:48:00.578759+00:00,"('KXBTC15M-26MAY010200-00', '2026-05-01 05:48:00.578759+00:00', 'yes')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010215-15,2026-05-01 06:07:00.927255+00:00,yes,65.0,refmargin_score_switch:book_margin,-67.0,2026-05-01 06:07:00.927255+00:00,2026-05-01 06:07:00.927255+00:00,"('KXBTC15M-26MAY010215-15', '2026-05-01 06:07:00.927255+00:00', 'yes')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010230-30,2026-05-01 06:16:00.420331+00:00,yes,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-01 06:16:00.420331+00:00,2026-05-01 06:16:00.420331+00:00,"('KXBTC15M-26MAY010230-30', '2026-05-01 06:16:00.420331+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010245-45,2026-05-01 06:33:00.142997+00:00,no,61.0,refmargin_score_switch:score_min60_gap020,37.0,2026-05-01 06:33:00.142997+00:00,2026-05-01 06:33:00.142997+00:00,"('KXBTC15M-26MAY010245-45', '2026-05-01 06:33:00.142997+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010300-00,2026-05-01 06:45:37.394291+00:00,yes,71.0,refmargin_score_switch:score_min60_gap020,-73.0,2026-05-01 06:45:37.394291+00:00,2026-05-01 06:45:37.394291+00:00,"('KXBTC15M-26MAY010300-00', '2026-05-01 06:45:37.394291+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010315-15,2026-05-01 07:02:00.756894+00:00,no,64.0,refmargin_score_switch:score_min60_gap020,34.0,2026-05-01 07:02:00.756894+00:00,2026-05-01 07:02:00.756894+00:00,"('KXBTC15M-26MAY010315-15', '2026-05-01 07:02:00.756894+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010330-30,2026-05-01 07:16:00.254936+00:00,no,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-01 07:16:00.254936+00:00,2026-05-01 07:16:00.254936+00:00,"('KXBTC15M-26MAY010330-30', '2026-05-01 07:16:00.254936+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010345-45,2026-05-01 07:32:00.942934+00:00,no,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-01 07:32:00.942934+00:00,2026-05-01 07:32:00.942934+00:00,"('KXBTC15M-26MAY010345-45', '2026-05-01 07:32:00.942934+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010400-00,2026-05-01 07:47:00.063275+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 07:47:00.063275+00:00,2026-05-01 07:47:00.063275+00:00,"('KXBTC15M-26MAY010400-00', '2026-05-01 07:47:00.063275+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010415-15,2026-05-01 08:01:00.633908+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-01 08:01:00.633908+00:00,2026-05-01 08:01:00.633908+00:00,"('KXBTC15M-26MAY010415-15', '2026-05-01 08:01:00.633908+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010445-45,2026-05-01 08:35:00.905172+00:00,no,75.0,refmargin_score_switch:score_min60_gap020,23.0,2026-05-01 08:35:00.905172+00:00,2026-05-01 08:35:00.905172+00:00,"('KXBTC15M-26MAY010445-45', '2026-05-01 08:35:00.905172+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010500-00,2026-05-01 08:57:00.359261+00:00,no,63.0,refmargin_score_switch:book_margin,-65.0,2026-05-01 08:57:00.359261+00:00,,"('KXBTC15M-26MAY010500-00', '2026-05-01 08:57:00.359261+00:00', 'no')",False,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010515-15,2026-05-01 09:03:00.865495+00:00,no,62.0,refmargin_score_switch:book_margin,36.0,2026-05-01 09:03:00.865495+00:00,2026-05-01 09:03:00.865495+00:00,"('KXBTC15M-26MAY010515-15', '2026-05-01 09:03:00.865495+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010530-30,2026-05-01 09:18:00.493362+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-01 09:18:00.493362+00:00,2026-05-01 09:18:00.493362+00:00,"('KXBTC15M-26MAY010530-30', '2026-05-01 09:18:00.493362+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010545-45,2026-05-01 09:31:00.794573+00:00,no,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-01 09:30:24.806409+00:00,2026-05-01 09:31:00.794573+00:00,"('KXBTC15M-26MAY010545-45', '2026-05-01 09:31:00.794573+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010600-00,2026-05-01 09:46:00.429792+00:00,no,70.0,refmargin_score_switch:book_margin,28.0,2026-05-01 09:46:00.429792+00:00,2026-05-01 09:46:00.429792+00:00,"('KXBTC15M-26MAY010600-00', '2026-05-01 09:46:00.429792+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010615-15,2026-05-01 10:01:00.871612+00:00,no,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-01 10:01:00.871612+00:00,2026-05-01 10:01:00.871612+00:00,"('KXBTC15M-26MAY010615-15', '2026-05-01 10:01:00.871612+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010630-30,2026-05-01 10:16:00.520955+00:00,yes,64.0,refmargin_score_switch:book_margin,34.0,2026-05-01 10:16:00.520955+00:00,2026-05-01 10:17:00.522014+00:00,"('KXBTC15M-26MAY010630-30', '2026-05-01 10:16:00.520955+00:00', 'yes')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26MAY010645-45,2026-05-01 10:33:00.872413+00:00,no,70.0,refmargin_score_switch:score_min60_gap020,28.0,2026-05-01 10:33:00.872413+00:00,2026-05-01 10:33:00.872413+00:00,"('KXBTC15M-26MAY010645-45', '2026-05-01 10:33:00.872413+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010700-00,2026-05-01 10:50:00.460122+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-01 10:50:00.460122+00:00,2026-05-01 10:50:00.460122+00:00,"('KXBTC15M-26MAY010700-00', '2026-05-01 10:50:00.460122+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010715-15,2026-05-01 11:00:18.442154+00:00,yes,61.0,refmargin_score_switch:book_margin,37.0,2026-05-01 11:00:18.442154+00:00,2026-05-01 11:01:00.441268+00:00,"('KXBTC15M-26MAY010715-15', '2026-05-01 11:00:18.442154+00:00', 'yes')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26MAY010730-30,2026-05-01 11:16:00.544422+00:00,no,61.0,refmargin_score_switch:book_margin,-63.0,2026-05-01 11:16:00.544422+00:00,2026-05-01 11:17:00.543833+00:00,"('KXBTC15M-26MAY010730-30', '2026-05-01 11:16:00.544422+00:00', 'no')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26MAY010745-45,2026-05-01 11:31:00.977352+00:00,yes,73.0,refmargin_score_switch:score_min60_gap020,25.0,2026-05-01 11:30:38.977502+00:00,2026-05-01 11:31:00.977352+00:00,"('KXBTC15M-26MAY010745-45', '2026-05-01 11:31:00.977352+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010800-00,2026-05-01 11:48:00.658285+00:00,no,64.0,refmargin_score_switch:score_min60_gap020,-66.0,2026-05-01 11:48:00.658285+00:00,2026-05-01 11:48:00.658285+00:00,"('KXBTC15M-26MAY010800-00', '2026-05-01 11:48:00.658285+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010815-15,2026-05-01 12:03:00.607378+00:00,yes,68.0,refmargin_score_switch:book_margin,30.0,2026-05-01 12:03:00.607378+00:00,2026-05-01 12:03:00.607378+00:00,"('KXBTC15M-26MAY010815-15', '2026-05-01 12:03:00.607378+00:00', 'yes')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010830-30,2026-05-01 12:18:00.059401+00:00,yes,72.0,refmargin_score_switch:book_margin,26.0,2026-05-01 12:18:00.059401+00:00,2026-05-01 12:18:00.059401+00:00,"('KXBTC15M-26MAY010830-30', '2026-05-01 12:18:00.059401+00:00', 'yes')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010845-45,2026-05-01 12:31:00.748255+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 12:31:00.748255+00:00,2026-05-01 12:31:00.748255+00:00,"('KXBTC15M-26MAY010845-45', '2026-05-01 12:31:00.748255+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010900-00,2026-05-01 12:47:00.248511+00:00,yes,71.0,refmargin_score_switch:score_min60_gap020,-73.0,2026-05-01 12:47:00.248511+00:00,2026-05-01 12:47:00.248511+00:00,"('KXBTC15M-26MAY010900-00', '2026-05-01 12:47:00.248511+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010915-15,2026-05-01 13:01:00.430972+00:00,yes,71.0,refmargin_score_switch:score_min60_gap020,27.0,2026-05-01 13:01:00.430972+00:00,2026-05-01 13:01:00.430972+00:00,"('KXBTC15M-26MAY010915-15', '2026-05-01 13:01:00.430972+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010930-30,2026-05-01 13:16:00.919527+00:00,yes,61.0,refmargin_score_switch:score_min60_gap020,-63.0,2026-05-01 13:16:00.919527+00:00,2026-05-01 13:16:00.919527+00:00,"('KXBTC15M-26MAY010930-30', '2026-05-01 13:16:00.919527+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY010945-45,2026-05-01 13:30:19.404801+00:00,no,62.0,refmargin_score_switch:book_margin,36.0,2026-05-01 13:30:19.404801+00:00,2026-05-01 13:33:00.408910+00:00,"('KXBTC15M-26MAY010945-45', '2026-05-01 13:30:19.404801+00:00', 'no')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26MAY011000-00,2026-05-01 13:47:00.086839+00:00,yes,66.0,refmargin_score_switch:score_min60_gap020,32.0,2026-05-01 13:47:00.086839+00:00,2026-05-01 13:47:00.086839+00:00,"('KXBTC15M-26MAY011000-00', '2026-05-01 13:47:00.086839+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011015-15,2026-05-01 14:03:00.394849+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-01 14:03:00.394849+00:00,2026-05-01 14:03:00.394849+00:00,"('KXBTC15M-26MAY011015-15', '2026-05-01 14:03:00.394849+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011030-30,2026-05-01 14:15:20.703450+00:00,no,61.0,refmargin_score_switch:score_min60_gap020,37.0,2026-05-01 14:15:20.703450+00:00,2026-05-01 14:15:20.703450+00:00,"('KXBTC15M-26MAY011030-30', '2026-05-01 14:15:20.703450+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011045-45,2026-05-01 14:31:00.321030+00:00,no,70.0,refmargin_score_switch:book_margin,28.0,2026-05-01 14:31:00.321030+00:00,2026-05-01 14:31:00.321030+00:00,"('KXBTC15M-26MAY011045-45', '2026-05-01 14:31:00.321030+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011100-00,2026-05-01 14:48:00.685094+00:00,yes,66.0,refmargin_score_switch:score_min60_gap020,32.0,2026-05-01 14:45:37.685951+00:00,2026-05-01 14:48:00.685094+00:00,"('KXBTC15M-26MAY011100-00', '2026-05-01 14:48:00.685094+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011115-15,2026-05-01 15:02:00.524625+00:00,no,70.0,refmargin_score_switch:score_min60_gap020,-72.0,2026-05-01 15:02:00.524625+00:00,2026-05-01 15:02:00.524625+00:00,"('KXBTC15M-26MAY011115-15', '2026-05-01 15:02:00.524625+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011130-30,2026-05-01 15:16:00.104067+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 15:16:00.104067+00:00,2026-05-01 15:16:00.104067+00:00,"('KXBTC15M-26MAY011130-30', '2026-05-01 15:16:00.104067+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011145-45,2026-05-01 15:35:00.628945+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-01 15:35:00.628945+00:00,2026-05-01 15:35:00.628945+00:00,"('KXBTC15M-26MAY011145-45', '2026-05-01 15:35:00.628945+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011200-00,2026-05-01 15:46:00.773219+00:00,no,63.0,refmargin_score_switch:book_margin,35.0,2026-05-01 15:46:00.773219+00:00,2026-05-01 15:51:00.772927+00:00,"('KXBTC15M-26MAY011200-00', '2026-05-01 15:46:00.773219+00:00', 'no')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26MAY011215-15,2026-05-01 16:01:00.420554+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-01 16:01:00.420554+00:00,2026-05-01 16:01:00.420554+00:00,"('KXBTC15M-26MAY011215-15', '2026-05-01 16:01:00.420554+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011230-30,2026-05-01 16:17:00.118129+00:00,no,63.0,refmargin_score_switch:score_min60_gap020,35.0,2026-05-01 16:17:00.118129+00:00,2026-05-01 16:17:00.118129+00:00,"('KXBTC15M-26MAY011230-30', '2026-05-01 16:17:00.118129+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011245-45,2026-05-01 16:32:00.031270+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-01 16:32:00.031270+00:00,2026-05-01 16:32:00.031270+00:00,"('KXBTC15M-26MAY011245-45', '2026-05-01 16:32:00.031270+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011300-00,2026-05-01 16:47:00.773464+00:00,no,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-01 16:46:00.774824+00:00,2026-05-01 16:47:00.773464+00:00,"('KXBTC15M-26MAY011300-00', '2026-05-01 16:47:00.773464+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011315-15,2026-05-01 17:01:00.057724+00:00,yes,62.0,refmargin_score_switch:score_min60_gap020,36.0,2026-05-01 17:01:00.057724+00:00,2026-05-01 17:01:00.057724+00:00,"('KXBTC15M-26MAY011315-15', '2026-05-01 17:01:00.057724+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011330-30,2026-05-01 17:16:00.593578+00:00,yes,65.0,refmargin_score_switch:score_min60_gap020,-67.0,2026-05-01 17:16:00.593578+00:00,2026-05-01 17:16:00.593578+00:00,"('KXBTC15M-26MAY011330-30', '2026-05-01 17:16:00.593578+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011400-00,2026-05-01 17:52:00.800739+00:00,yes,68.0,refmargin_score_switch:score_min60_gap020,30.0,2026-05-01 17:49:00.800362+00:00,2026-05-01 17:52:00.800739+00:00,"('KXBTC15M-26MAY011400-00', '2026-05-01 17:52:00.800739+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011415-15,2026-05-01 18:02:00.495141+00:00,no,75.0,refmargin_score_switch:book_margin,23.0,2026-05-01 18:02:00.495141+00:00,2026-05-01 18:02:00.495141+00:00,"('KXBTC15M-26MAY011415-15', '2026-05-01 18:02:00.495141+00:00', 'no')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011430-30,2026-05-01 18:17:00.152033+00:00,no,68.0,refmargin_score_switch:score_min60_gap020,-70.0,2026-05-01 18:16:00.152728+00:00,2026-05-01 18:17:00.152033+00:00,"('KXBTC15M-26MAY011430-30', '2026-05-01 18:17:00.152033+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011445-45,2026-05-01 18:32:00.624121+00:00,no,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-01 18:32:00.624121+00:00,2026-05-01 18:32:00.624121+00:00,"('KXBTC15M-26MAY011445-45', '2026-05-01 18:32:00.624121+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011500-00,2026-05-01 18:50:00.750429+00:00,yes,83.0,refmargin_score_switch:book_margin,16.0,2026-05-01 18:50:00.750429+00:00,2026-05-01 18:50:00.750429+00:00,"('KXBTC15M-26MAY011500-00', '2026-05-01 18:50:00.750429+00:00', 'yes')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011515-15,2026-05-01 19:03:00.928752+00:00,yes,71.0,refmargin_score_switch:book_margin,27.0,2026-05-01 19:03:00.928752+00:00,2026-05-01 19:03:00.928752+00:00,"('KXBTC15M-26MAY011515-15', '2026-05-01 19:03:00.928752+00:00', 'yes')",True,True,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011530-30,2026-05-01 19:15:42.542113+00:00,no,62.0,refmargin_score_switch:book_margin,36.0,2026-05-01 19:15:42.542113+00:00,2026-05-01 19:17:00.542202+00:00,"('KXBTC15M-26MAY011530-30', '2026-05-01 19:15:42.542113+00:00', 'no')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26MAY011545-45,2026-05-01 19:31:00.385711+00:00,no,64.0,refmargin_score_switch:book_margin,34.0,2026-05-01 19:31:00.385711+00:00,2026-05-01 19:32:00.424871+00:00,"('KXBTC15M-26MAY011545-45', '2026-05-01 19:31:00.385711+00:00', 'no')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26MAY011600-00,2026-05-01 19:45:11.085274+00:00,yes,61.0,refmargin_score_switch:book_margin,37.0,2026-05-01 19:45:11.085274+00:00,2026-05-01 19:47:00.201515+00:00,"('KXBTC15M-26MAY011600-00', '2026-05-01 19:45:11.085274+00:00', 'yes')",False,True,True,True,v21,book_refmargin_score_switch
KXBTC15M-26MAY011615-15,2026-05-01 20:01:00.432988+00:00,no,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-01 20:01:00.432988+00:00,2026-05-01 20:01:00.432988+00:00,"('KXBTC15M-26MAY011615-15', '2026-05-01 20:01:00.432988+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011630-30,2026-05-01 20:16:00.784801+00:00,no,65.0,refmargin_score_switch:score_min60_gap020,33.0,2026-05-01 20:16:00.784801+00:00,2026-05-01 20:16:00.784801+00:00,"('KXBTC15M-26MAY011630-30', '2026-05-01 20:16:00.784801+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011645-45,2026-05-01 20:35:00.058320+00:00,no,75.0,refmargin_score_switch:score_min60_gap020,23.0,2026-05-01 20:31:00.058454+00:00,2026-05-01 20:35:00.058320+00:00,"('KXBTC15M-26MAY011645-45', '2026-05-01 20:35:00.058320+00:00', 'no')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011700-00,2026-05-01 20:46:00.762773+00:00,yes,63.0,refmargin_score_switch:score_min60_gap020,-65.0,2026-05-01 20:46:00.762773+00:00,2026-05-01 20:46:00.762773+00:00,"('KXBTC15M-26MAY011700-00', '2026-05-01 20:46:00.762773+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011715-15,2026-05-01 21:03:00.322165+00:00,yes,80.0,refmargin_score_switch:score_min60_gap020,18.0,2026-05-01 21:03:00.322165+00:00,2026-05-01 21:03:00.322165+00:00,"('KXBTC15M-26MAY011715-15', '2026-05-01 21:03:00.322165+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011730-30,2026-05-01 21:19:00.406232+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-01 21:18:00.407575+00:00,2026-05-01 21:19:00.406232+00:00,"('KXBTC15M-26MAY011730-30', '2026-05-01 21:19:00.406232+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
KXBTC15M-26MAY011745-45,2026-05-01 21:31:00.765314+00:00,yes,67.0,refmargin_score_switch:score_min60_gap020,31.0,2026-05-01 21:31:00.765314+00:00,2026-05-01 21:31:00.765314+00:00,"('KXBTC15M-26MAY011745-45', '2026-05-01 21:31:00.765314+00:00', 'yes')",True,False,False,False,v21,book_refmargin_score_switch
