model,gate_kind,shift_scale,anchor_sigma_mult,max_weight,gate_center,gate_width,posterior_temperature,all_heartbeats_train_brier,all_heartbeats_train_logloss,all_heartbeats_train_brier_delta,all_heartbeats_train_logloss_delta,all_heartbeats_validation_brier,all_heartbeats_validation_logloss,all_heartbeats_validation_brier_delta,all_heartbeats_validation_logloss_delta,all_heartbeats_holdout_brier,all_heartbeats_holdout_logloss,all_heartbeats_holdout_brier_delta,all_heartbeats_holdout_logloss_delta,all_heartbeats_all_brier,all_heartbeats_all_logloss,all_heartbeats_all_brier_delta,all_heartbeats_all_logloss_delta,minute_bucket_train_brier,minute_bucket_train_logloss,minute_bucket_train_brier_delta,minute_bucket_train_logloss_delta,minute_bucket_validation_brier,minute_bucket_validation_logloss,minute_bucket_validation_brier_delta,minute_bucket_validation_logloss_delta,minute_bucket_holdout_brier,minute_bucket_holdout_logloss,minute_bucket_holdout_brier_delta,minute_bucket_holdout_logloss_delta,minute_bucket_all_brier,minute_bucket_all_logloss,minute_bucket_all_brier_delta,minute_bucket_all_logloss_delta,validation_mean_brier_delta,validation_mean_logloss_delta,holdout_mean_brier_delta,holdout_mean_logloss_delta,all_splits_mean_brier_delta,validation_both_datasets_brier_improved,holdout_both_datasets_brier_improved
sweep_dollar_ss0.50_asm1.00_w0.075_c60.000_gw20.000_t0.98,dollar,0.5,1.0,0.075,60.0,20.0,0.98,0.14947645946383545,0.453880826555281,-7.009931254500779e-05,8.072630201461095e-05,0.13575259845335652,0.4063863077519074,-0.00026480805124623474,-0.0005844899651906155,0.14701749661984573,0.4383626762021895,-0.00012484398738976665,-0.00011726158242164608,0.1462298344199687,0.44124318211572505,-0.00012013356164577993,-9.240547909417085e-05,0.15210259927511552,0.4543863428529477,-9.461461410262273e-05,-0.00018873932925000947,0.1391722229467073,0.41496721639980205,-0.00038570135443155573,-0.0009630787998354262,0.15045859890157376,0.44650392941407563,-0.00015932860326073328,-0.00029907181720595366,0.1491819251387699,0.44490929456380807,-0.00016589625158724974,-0.0003660171024912895,-0.00032525470283889524,-0.0007737843825130208,-0.00014208629532524997,-0.00020816669981379987,-0.00018323265382932016,True,True
sweep_sigma_ss0.50_asm0.90_w0.050_c0.650_gw0.200_t0.99,sigma,0.5,0.9,0.05,0.65,0.2,0.99,0.14951573386060918,0.45384856036445353,-3.0824915771276995e-05,4.8460111187142996e-05,0.13574281166104027,0.40617310732404605,-0.00027459484356248676,-0.0007976903930519974,0.1471184765152715,0.4385286884183594,-2.3864091964004297e-05,4.8750633748262384e-05,0.14627160467933775,0.44121426182793266,-7.836330227672939e-05,-0.00012132576688655972,0.15215593034580954,0.45448942616681726,-4.1283543408598966e-05,-8.565601538046419e-05,0.13918210213785512,0.41484277079926485,-0.0003758221632837455,-0.0010875244003726303,0.15059380879971615,0.4467960835442121,-2.4118705118342243e-05,-6.917687069507572e-06,0.14924289356094006,0.4450045130071921,-0.00010492782941709522,-0.0002707986591072298,-0.00032520850342311614,-0.0009426073967123139,-2.399139854117327e-05,2.0916473339377406e-05,-0.00012841804385140912,True,True
sweep_sigma_ss0.50_asm0.90_w0.050_c0.500_gw0.200_t0.98,sigma,0.5,0.9,0.05,0.5,0.2,0.98,0.14948236546233312,0.4539334750417739,-6.419331404733386e-05,0.00013337478850750095,0.1357527302240733,0.4062801612434022,-0.00026467628052945225,-0.000690636473695827,0.14709456577649777,0.43859391466387954,-4.7774830737729035e-05,0.00011397687926839595,0.14624881700829392,0.4412996819015567,-0.00010115097332055734,-3.59056932625057e-05,0.15211479946911596,0.45445170814845814,-8.241442010217814e-05,-0.00012337403373957612,0.13917264324939768,0.4148681209647909,-0.000385281051741182,-0.001062174234846558,0.1505499858353138,0.4467689215954012,-6.794166952070468e-05,-3.407963588036855e-05,0.14920757506290488,0.4449815472943848,-0.00014024632745227028,-0.00029376437191452887,-0.0003249786661353171,-0.0008764053542711925,-5.785825012921686e-05,3.99486216940137e-05,-0.00015204692777976334,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.500_gw0.100_t0.98,sigma,0.5,1.0,0.05,0.5,0.1,0.98,0.14947830441490634,0.45390129395596185,-6.825436147411823e-05,0.0001011937026954568,0.1357526515513409,0.406217835652188,-0.00026475495326186427,-0.0007529620649100455,0.14707978142978598,0.43854132032303234,-6.255917744951711e-05,6.138253842119523e-05,0.1462434102142084,0.4412573665348428,-0.00010655776740609024,-7.822105997640216e-05,0.15211030081120192,0.45442827855635476,-8.691307801622639e-05,-0.0001468036258429617,0.13917407795730266,0.4148145911662423,-0.00038384634383620275,-0.0011157040333951707,0.1505291152463898,0.4467034321218921,-8.881225844470375e-05,-9.95691093894635e-05,0.14920099694739725,0.4449436846751799,-0.0001468244429599086,-0.00033162699111943805,-0.0003243006485490335,-0.0009343330491526081,-7.568571794711043e-05,-1.9093285484134137e-05,-0.00015919002874710542,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.650_gw0.050_t1.00,sigma,0.5,1.0,0.05,0.65,0.05,1.0,0.14954681328121897,0.4537467260751337,2.545048385094173e-07,-5.33741781326702e-05,0.13573416213327563,0.4059600326839696,-0.00028324437132712377,-0.001010765033128469,0.1471168449799041,0.43841139615972247,-2.5495627331395543e-05,-6.854162488867388e-05,0.14628816591938987,0.4410870065180334,-6.180206222461404e-05,-0.0002485810767858254,0.15219732237665115,0.45451367301884943,1.0848743300928554e-07,-6.14091633482916e-05,0.1391925740037152,0.41471528066022983,-0.00036535029742365555,-0.001215014539407644,0.15059587764607515,0.4467291731085323,-2.2049858759337626e-05,-7.382812274930872e-05,0.14927023461660083,0.4449801364307616,-7.758677375632739e-05,-0.00029517523553773684,-0.00032429733437538966,-0.0011128897862680565,-2.3772743045366584e-05,-7.11848738189913e-05,-0.0001159628604283323,True,True
sweep_dollar_ss0.50_asm1.00_w0.050_c20.000_gw20.000_t0.99,dollar,0.5,1.0,0.05,20.0,20.0,0.99,0.14951717764434336,0.4538401699235366,-2.9381132037098467e-05,4.006967027020414e-05,0.1357417607377432,0.40610264362280646,-0.0002756457668595669,-0.0008681540942915844,0.14705026622721773,0.43831331468224166,-9.20743800177648e-05,-0.00016662310236947864,0.14625861396779835,0.44115200633543317,-9.135401381613062e-05,-0.0001835812593860564,0.15215900062839682,0.4544801297707231,-3.821326082131815e-05,-9.495241147461364e-05,0.1391862556093843,0.41480571490600227,-0.00037166869175456196,-0.0011245802936352134,0.15050062365798045,0.44652964293112307,-0.00011730384685404438,-0.0002733583001585105,0.1492269613703859,0.4449383062659692,-0.00012086001997124729,-0.00033700540033015924,-0.0003236572293070644,-0.000996367193963399,-0.00010468911343590459,-0.00021999070126399456,-0.00015404784639072577,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.300_gw0.200_t0.98,sigma,0.5,1.0,0.05,0.3,0.2,0.98,0.1494835551333732,0.4539228128713827,-6.300364300726446e-05,0.00012271261811630518,0.13575026067075951,0.4061873206695332,-0.00026714583384324087,-0.0007834770475648178,0.1470706915290808,0.4385063652724541,-7.164907815468413e-05,2.6427487842983766e-05,0.14624425834179589,0.44125714375090613,-0.00010570963981859638,-7.844384391308967e-05,0.1521178181710148,0.45444721577931946,-7.939571820334002e-05,-0.00012786640287826279,0.13917835242119608,0.4148134403275868,-0.0003795718799427805,-0.0011168548720506544,0.15051745157567795,0.44666672226539617,-0.00010047592915654602,-0.00013627896588541688,0.14920403419866662,0.44494748320475463,-0.0001437871916905309,-0.00032782846154472134,-0.0003233588568930107,-0.0009501659598077361,-8.606250365561507e-05,-5.492573902121656e-05,-0.000160207013717976,True,True
sweep_dollar_ss0.50_asm1.00_w0.075_c60.000_gw5.000_t0.99,dollar,0.5,1.0,0.075,60.0,5.0,0.99,0.14950495163875233,0.45376647683624227,-4.1607137628130175e-05,-3.3623417024120084e-05,0.13574377582190691,0.4063517072347358,-0.00027363068269584123,-0.0006190904823622501,0.1469971729542716,0.4381792131191897,-0.00014516765296390677,-0.00030072466542141463,0.14624107133996864,0.44113101451659886,-0.00010889664164584478,-0.0002045730782203603,0.15214241122753083,0.45440285815375514,-5.480266168730874e-05,-0.00017222402844258022,0.13918531875610116,0.41500627566219184,-0.0003726055450377075,-0.0009240195374456417,0.15045475484031284,0.4464027836014682,-0.00016317266452164914,-0.00040021762981340414,0.14920766382989034,0.44490683591634145,-0.0001401575604668137,-0.00036847574995790833,-0.00032311811386677436,-0.0007715550099039459,-0.00015417015874277795,-0.0003504711476174094,-0.00017516439075575727,True,True
sweep_dollar_ss0.50_asm1.00_w0.075_c80.000_gw20.000_t1.00,dollar,0.5,1.0,0.075,80.0,20.0,1.0,0.1495446084380986,0.45373888636659093,-1.950338281847541e-06,-6.121388667545968e-05,0.13573654833157037,0.40618807736828816,-0.0002808581730323889,-0.0007827203488098844,0.14704868835087787,0.43821834140660654,-9.36522563576292e-05,-0.00026159637800460267,0.14627368948438432,0.44108946402663707,-7.627849723015889e-05,-0.00024612356818215497,0.15218571240538684,0.45447915887942775,-1.1501483831305448e-05,-9.592330276997352e-05,0.13919495330883605,0.41495580564547374,-0.0003629709923028135,-0.0009744895541637377,0.15051968472122518,0.4465174523374397,-9.824278360931471e-05,-0.0002855488938418582,0.14924853386150708,0.444965381445004,-9.92875288500783e-05,-0.0003099302212953292,-0.0003219145826676012,-0.0008786049514868111,-9.594751998347195e-05,-0.00027357263592323044,-0.00014152933790254987,True,True
sweep_sigma_ss0.50_asm0.90_w0.050_c0.650_gw0.050_t0.99,sigma,0.5,0.9,0.05,0.65,0.05,0.99,0.14951581302661768,0.45382894470345264,-3.074574976277833e-05,2.8844450186249482e-05,0.13574938910203202,0.4061460433649456,-0.00026801740257073603,-0.000824754352152457,0.14711525626995012,0.438527281154557,-2.7084337285376847e-05,4.734336994588473e-05,0.14627232819389657,0.4411967935487306,-7.763978771790914e-05,-0.00013879404608863055,0.15215855588324903,0.454477876259712,-3.8658005969111064e-05,-9.720592248574356e-05,0.13918660236456762,0.41480607415266,-0.000371321936571245,-0.0011242210469774583,0.15058602113861796,0.44678147084417663,-3.190636621652754e-05,-2.1530387104951032e-05,0.14924381571673326,0.44498730987230506,-0.00010400567362389701,-0.00028800179399429693,-0.0003196696695709905,-0.0009744876995649576,-2.9495351750952192e-05,1.2906491420466848e-05,-0.00012795563306262914,True,True
sweep_dollar_ss0.50_asm1.00_w0.100_c80.000_gw10.000_t0.98,dollar,0.5,1.0,0.1,80.0,10.0,0.98,0.14947753297417724,0.4538704436784956,-6.902580220322085e-05,7.034342522921344e-05,0.1357570627163275,0.40657185464755285,-0.00026034378827524685,-0.0003989430695451879,0.14700426240070905,0.43837097977891587,-0.00013807820652644853,-0.00010895800569526992,0.14622872639321322,0.441275865419832,-0.00012124158840126631,-5.97221749872312e-05,0.1520937706867976,0.45434377049025854,-0.0001034432024205334,-0.00023131169193918444,0.13917996478585498,0.41516884871760773,-0.00037795951528388216,-0.0007614464820297484,0.15044689049152854,0.44650048650723057,-0.00017103701330595245,-0.0003025147240510173,0.1491758437317754,0.4449234959055006,-0.00017197765858176228,-0.0003518157607987349,-0.0003191516517795645,-0.0005801947757874681,-0.0001545576099162005,-0.00020573636487314362,-0.0001866479213358807,True,True
sweep_dollar_ss0.50_asm1.00_w0.050_c40.000_gw20.000_t1.00,dollar,0.5,1.0,0.05,40.0,20.0,1.0,0.14954500660988215,0.45374805566331433,-1.5521664983031425e-06,-5.2044589952060516e-05,0.13573872799197673,0.40606596058172634,-0.0002786785126260294,-0.0009048371353717055,0.14705685531485796,0.43821404360613314,-8.54852923775351e-05,-0.0002658941784779989,0.1462759993315724,0.44106958687097547,-7.39686500420833e-05,-0.0002660007238437512,0.1521922210104851,0.4545060265114273,-4.992878733039996e-06,-6.905567077042374e-05,0.13920119790597354,0.4148422765358365,-0.0003567263951653188,-0.0010880186638009826,0.15052050450057153,0.44650354454688684,-9.742300426296424e-05,-0.0002994566843947388,0.14925385362883428,0.44495595917019604,-9.39677615228729e-05,-0.00031935249610332006,-0.0003177024538956741,-0.000996427899586344,-9.145414832024967e-05,-0.00028267543143636886,-0.0001374763749438651,True,True
sweep_sigma_ss0.50_asm1.00_w0.050_c0.400_gw0.200_t0.98,sigma,0.5,1.0,0.05,0.4,0.2,0.98,0.14948219480710842,0.4539193012815417,-6.436396927203547e-05,0.00011920102827528423,0.13576003722251365,0.40623622011692867,-0.00025736928208910936,-0.0007345776001693727,0.14708016767185192,0.438536143931155,-6.217293538357538e-05,5.620614654383571e-05,0.1462473012206706,0.44127081184330424,-0.00010266676094389249,-6.477575151497827e-05,0.1521155576089423,0.454443937711355,-8.16562802758436e-05,-0.00013114447084272562,0.13918898307274355,0.4148570685789378,-0.0003689412283953142,-0.0010732266206996965,0.15053006923296575,0.44670288580058626,-8.785827186874595e-05,-0.00010011543069532447,0.14920732897965436,0.44496148482103937,-0.00014049241070279717,-0.00031382684525999016,-0.00031315525524221177,-0.0009039021104345346,-7.501560362616067e-05,-2.195464207574438e-05,-0.00015372699454743732,True,True
sweep_fixed_ss0.75_asm1.00_w0.030_c0.000_gw1.000_t0.99,fixed,0.75,1.0,0.03,0.0,1.0,0.99,0.14953601947405135,0.4539107912524686,-1.0539302329110045e-05,0.00011069099920218983,0.13575490960882883,0.4060953718708772,-0.0002624968957739282,-0.0008754258462208564,0.14707350444860096,0.4384044193232083,-6.883615863453874e-05,-7.5518461402857e-05,0.1462771925387031,0.4412110900595896,-7.277544291137139e-05,-0.00012449753522963958,0.1521840543206032,0.4545486975632694,-1.3159568614945494e-05,-2.638461892834343e-05,0.13919714242042167,0.4148163212396736,-0.0003607818807171981,-0.0011139739599638765,0.1505296369424993,0.44663236664052147,-8.829056233519705e-05,-0.00017063459076011034,0.14924996536965096,0.4450020733917262,-9.785602070619404e-05,-0.000273238274573151,-0.00031163938824556314,-0.0009946999030923664,-7.85633604848679e-05,-0.00012307652608148367,-0.00013401739473415294,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.500_gw0.050_t0.98,sigma,0.5,1.1,0.05,0.5,0.05,0.98,0.14947854826161996,0.45389431858550194,-6.801051476049147e-05,9.421833223555165e-05,0.1357674022171476,0.4062170260181908,-0.0002500042874551689,-0.0007537716989072241,0.14706654313051137,0.4385102458638624,-7.579747672412096e-05,3.030807925125112e-05,0.14624386895339936,0.4412468079536827,-0.00010609902821512307,-8.877964113651604e-05,0.15210969199161797,0.45442134918844984,-8.752189760016793e-05,-0.0001537329937478793,0.13918801102141246,0.414815385762322,-0.0003699132797264082,-0.0011149094373154589,0.15051089410868862,0.4466575431691964,-0.00010703339614587248,-0.00014545806208515755,0.14919978691970154,0.4449305246945161,-0.00014803447065561692,-0.0003447869717832508,-0.00030995878359078854,-0.0009343405681113415,-9.141543643499672e-05,-5.7574991416953214e-05,-0.0001597134754020383,True,True
sweep_fixed_ss0.50_asm1.00_w0.050_c0.000_gw1.000_t0.99,fixed,0.5,1.0,0.05,0.0,1.0,0.99,0.14954426847742214,0.453948348722844,-2.2902989583184485e-06,0.0001482484695776165,0.13575381258152397,0.40601194680143354,-0.0002635939230787865,-0.0009588509156644998,0.14706301055729257,0.43839818522735535,-7.933004994292725e-05,-8.175255725578756e-05,0.1462798161880245,0.4412156030924208,-7.01517935899898e-05,-0.00011998450239841807,0.1521946561340324,0.4545701328689013,-2.5577551857336456e-06,-4.9493132964206765e-06,0.1392020680653997,0.41475510568447127,-0.0003558562357391659,-0.0011751895151662084,0.15051613284964432,0.44661226025830475,-0.00010179465519016828,-0.0001907409729768328,0.14925461586136418,0.44499864325920874,-9.320552899297341e-05,-0.0002766684070906189,-0.0003097250794089762,-0.001067020215415354,-9.056235256654777e-05,-0.00013624676511631018,-0.00013423715301585,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.650_gw0.100_t1.00,sigma,0.5,1.1,0.05,0.65,0.1,1.0,0.14954559301324402,0.45374859756522695,-9.657631364345942e-07,-5.1502688039439803e-05,0.13574617399527128,0.4059895464251927,-0.000271232509331476,-0.0009812512919053495,0.1471155591344952,0.43840236132196203,-2.6781472740294854e-05,-7.757646264910933e-05,0.14628958855925847,0.4410922447889126,-6.037942235601057e-05,-0.00024334280590659896,0.15219422420188145,0.45451127207143055,-2.989687336696356e-06,-6.381011076717069e-05,0.13921034842089475,0.41475531372423635,-0.00034757588024411645,-0.0011749814754011267,0.15059452511041596,0.4467210596968953,-2.3402394418531314e-05,-8.194153438628726e-05,0.14927166974529055,0.4449851024513326,-7.615164506660776e-05,-0.00029020921496675234,-0.00030940419478779624,-0.0010781163836532381,-2.5091933579413084e-05,-7.97589985176983e-05,-0.00011215795120125827,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.500_gw0.200_t0.99,sigma,0.5,1.1,0.05,0.5,0.2,0.99,0.14951368985605182,0.45382293881826297,-3.2868920328638085e-05,2.283856499657455e-05,0.13575327226775055,0.40609512793016084,-0.0002641342368522037,-0.0008756697869372054,0.1470929641534279,0.4384360838792394,-4.937645380759248e-05,-4.385390537176015e-05,0.14626737601079562,0.4411647313100478,-8.259197081886271e-05,-0.00017085628477142567,0.15215494408399735,0.45447288075672787,-4.226980522079038e-05,-0.00010220142546985,0.13920536390803048,0.4148102308758437,-0.00035256039310838094,-0.0011200643237938013,0.1505574535290543,0.44668371915610816,-6.047397578018421e-05,-0.00011928207517342138,0.1492397065389721,0.4449656283621924,-0.00010811485138506605,-0.00030968330410696687,-0.00030834731498029233,-0.0009978670553655034,-5.4925214793888344e-05,-8.156799027259076e-05,-0.00013361396418296498,True,True
sweep_fixed_ss1.00_asm1.00_w0.020_c0.000_gw1.000_t0.99,fixed,1.0,1.0,0.02,0.0,1.0,0.99,0.14953181031100318,0.4538950004985291,-1.4748465377273368e-05,9.49002452627079e-05,0.13575853071981045,0.406161138733409,-0.0002588757847923062,-0.0008096589836890655,0.1470841523693272,0.4384251045414356,-5.8188237908290974e-05,-5.483324317556715e-05,0.14627752715305928,0.4412189667286973,-7.244082855520362e-05,-0.00011662086612190814,0.15217842956130884,0.4545401190636084,-1.8784327909304732e-05,-3.496311858930401e-05,0.139201614220886,0.41487786776441116,-0.0003563100802528585,-0.0010524274352263219,0.1505445254634337,0.4466658548195337,-7.340204140079964e-05,-0.00013714641174789044,0.14925046082467816,0.445015953851988,-9.736056567899443e-05,-0.0002593578143113562,-0.00030759293252258235,-0.0009310432094576937,-6.579513965454531e-05,-9.59898274617288e-05,-0.00013005148960680557,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.650_gw0.200_t1.00,sigma,0.5,1.1,0.05,0.65,0.2,1.0,0.1495479217094052,0.45376048182066353,1.3629330247455496e-06,-3.9618432602861464e-05,0.13574602183946444,0.406016597969249,-0.00027138466513831894,-0.0009541997478490494,0.1471181996351657,0.4383964008574104,-2.41409720697916e-05,-8.353692720075578e-05,0.14629148165914943,0.4411036038116273,-5.8486322465051144e-05,-0.0002319837831919469,0.1521964965354832,0.4545249066936258,-7.173537349414172e-07,-5.0175488571946314e-05,0.13921504255835815,0.4148022446958951,-0.00034288174278071515,-0.0011280505037423727,0.150600524103036,0.4467273563083188,-1.7403401798482543e-05,-7.564492296280312e-05,0.14927517174077717,0.445003947453405,-7.26496495799811e-05,-0.00027136421289436496,-0.00030713320395951704,-0.001041125125795711,-2.077218693413707e-05,-7.959092508177945e-05,-0.00010919420041625068,True,True
sweep_sigma_ss0.50_asm1.10_w0.050_c0.200_gw0.200_t0.98,sigma,0.5,1.1,0.05,0.2,0.2,0.98,0.14948908528130603,0.45391181695620286,-5.747349507442823e-05,0.00011171670293647074,0.1357638327650154,0.40617183461019046,-0.00025357373958734275,-0.0007989631069075798,0.14706388873639983,0.438457593145797,-7.845187083566074e-05,-2.2344638814120188e-05,0.14624893560670604,0.441237689718115,-0.00010103237490843853,-9.789787670422267e-05,0.1521254098244278,0.4544504620979854,-7.18040647903484e-05,-0.0001246200842123235,0.13920319073640294,0.41483861142397993,-0.00035473356473592066,-0.0010916837756575481,0.1505094344185713,0.44662446859077565,-0.00010849308626320608,-0.0001785326405059351,0.14921196697196393,0.4449460400865675,-0.00013585441839322754,-0.00032927157973183796,-0.0003041536521616317,-0.000945323441282564,-9.347247854943341e-05,-0.00010043863966002764,-0.0001540883035478178,True,True
sweep_dollar_ss0.50_asm1.00_w0.075_c60.000_gw10.000_t0.98,dollar,0.5,1.0,0.075,60.0,10.0,0.98,0.14947151416053606,0.4538554779792029,-7.504461584439959e-05,5.53777259365007e-05,0.1357716005782173,0.4065071009304971,-0.0002458059263854562,-0.00046369678660096447,0.1470009970893528,0.43832006417251035,-0.00014134351788269717,-0.00015987361210079154,0.14622738464509807,0.4412437145016558,-0.00012258333651640752,-9.18730931634415e-05,0.15209704055582401,0.4543631442162429,-0.00010017333339412682,-0.00021193796595481151,0.13919559363442982,0.41507930662631676,-0.0003623306667090431,-0.0008509885733207212,0.15044155132039833,0.4464560207706781,-0.00017637618443616665,-0.0003469804606034965,0.14917987245679268,0.44490828606126753,-0.00016794893356447682,-0.00036702560503182324,-0.00030406829654724965,-0.0006573426799608428,-0.0001588598511594319,-0.00025342703635214403,-0.00018351237410864826,True,True
