dataset,policy,block,markets,wins,losses,net_pnl_cents
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,8,20,9,11,-369.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,9,20,7,13,-660.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,10,20,9,11,-451.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,11,20,9,11,-520.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,13,20,9,11,-449.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,14,20,8,12,-478.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,15,20,7,13,-511.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,16,6,3,3,-73.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,1,20,11,9,-333.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,2,20,14,6,-227.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,3,20,14,6,-269.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,4,20,18,2,133.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,5,20,13,7,-316.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,6,20,15,5,-120.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,7,20,16,4,-110.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,8,20,15,5,-140.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,9,20,17,3,34.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,10,20,16,4,-24.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,11,20,16,4,-90.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,12,20,14,6,-199.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,13,20,18,2,177.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,14,20,17,3,70.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,15,20,16,4,-35.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age180,16,6,4,2,-113.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,1,20,8,12,-521.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,2,20,11,9,-433.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,3,20,12,8,-402.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,4,20,14,6,-138.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,5,20,9,11,-526.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,6,20,13,7,-250.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,7,20,13,7,-307.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,8,20,16,4,3.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,9,20,14,6,-172.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,10,20,13,7,-230.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,11,20,15,5,-153.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,12,20,12,8,-265.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,13,20,17,3,105.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,14,20,14,6,-132.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,15,20,14,6,-116.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age300,16,6,4,2,-113.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,1,20,6,14,-651.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,2,20,11,9,-361.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,3,20,11,9,-463.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,4,20,13,7,-200.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,5,20,4,16,-862.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,6,20,13,7,-183.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,7,20,12,8,-380.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,8,20,17,3,138.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,9,20,13,7,-243.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,10,20,13,7,-230.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,11,20,12,8,-364.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,12,20,11,9,-326.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,13,20,16,4,41.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,14,20,13,7,-139.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,15,20,12,8,-238.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,16,6,3,3,-180.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,1,20,6,14,-651.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,2,20,11,9,-361.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,3,20,10,10,-530.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,4,20,13,7,-200.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,5,20,4,16,-862.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,6,20,13,7,-183.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,7,20,12,8,-380.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,8,20,16,4,78.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,9,20,12,8,-315.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,10,20,14,6,-94.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,11,20,12,8,-364.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,12,20,11,9,-326.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,13,20,16,4,41.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,14,20,13,7,-139.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,15,20,11,9,-311.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,16,6,3,3,-180.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,1,20,10,10,-410.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,2,20,14,6,-234.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,3,20,14,6,-269.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,4,20,18,2,133.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,5,20,11,9,-463.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,6,20,14,6,-193.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,7,20,15,5,-183.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,8,20,13,7,-294.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,9,20,16,4,-43.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,10,20,16,4,-29.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,11,20,15,5,-168.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,12,20,11,9,-431.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,13,20,16,4,26.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,14,20,14,6,-155.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,15,20,15,5,-112.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,16,6,3,3,-187.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,1,20,8,12,-469.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,2,20,12,8,-314.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,3,20,10,10,-551.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,4,20,15,5,-15.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,5,20,8,12,-613.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,6,20,11,9,-391.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,7,20,13,7,-255.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,8,20,14,6,-151.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,9,20,14,6,-175.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,10,20,13,7,-192.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,11,20,13,7,-307.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,12,20,9,11,-497.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,13,20,14,6,-121.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,14,20,12,8,-289.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,15,20,14,6,-70.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,16,6,2,4,-263.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,1,20,7,13,-535.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,2,20,12,8,-242.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,3,20,9,11,-572.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,4,20,14,6,-77.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,5,20,3,17,-950.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,6,20,8,12,-551.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,7,20,11,9,-406.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,8,20,13,7,-163.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,9,20,11,9,-400.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,10,20,13,7,-192.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,11,20,9,11,-593.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,12,20,8,12,-572.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,13,20,13,7,-193.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,14,20,11,9,-311.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,15,20,10,10,-348.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,16,6,1,5,-332.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,1,20,7,13,-535.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,2,20,12,8,-242.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,3,20,9,11,-514.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,4,20,14,6,-77.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,5,20,3,17,-950.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,6,20,8,12,-551.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,7,20,11,9,-406.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,8,20,12,8,-223.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,9,20,11,9,-400.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,10,20,13,7,-192.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,11,20,9,11,-593.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,12,20,8,12,-572.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,13,20,13,7,-193.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,14,20,11,9,-311.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,15,20,10,10,-348.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,16,6,1,5,-332.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,1,20,8,12,-592.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,2,20,14,6,-241.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,3,20,14,6,-269.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,4,20,18,2,133.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,5,20,10,10,-565.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,6,20,14,6,-193.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,7,20,15,5,-193.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,8,20,13,7,-294.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,9,20,16,4,-43.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,10,20,16,4,-5.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,11,20,16,4,-47.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,12,20,11,9,-440.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,13,20,15,5,-74.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,14,20,14,6,-155.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,15,20,14,6,-201.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,16,6,3,3,-187.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,1,20,7,13,-582.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,2,20,12,8,-321.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,3,20,10,10,-505.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,4,20,15,5,-15.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,5,20,8,12,-642.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,6,20,11,9,-391.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,7,20,13,7,-265.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,8,20,14,6,-151.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,9,20,12,8,-339.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,10,20,13,7,-219.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,11,20,14,6,-186.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,12,20,8,12,-584.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,13,20,12,8,-308.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,14,20,12,8,-289.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,15,20,13,7,-159.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,16,6,2,4,-266.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,1,20,6,14,-648.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,2,20,12,8,-249.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,3,20,9,11,-526.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,4,20,14,6,-77.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,5,20,3,17,-992.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,6,20,8,12,-556.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,7,20,11,9,-416.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,8,20,13,7,-178.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,9,20,9,11,-567.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,10,20,11,9,-378.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,11,20,10,10,-482.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,12,20,8,12,-584.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,13,20,11,9,-380.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,14,20,11,9,-311.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,15,20,10,10,-375.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age600,16,6,1,5,-335.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,1,20,6,14,-648.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,2,20,12,8,-249.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,3,20,10,10,-401.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,4,20,14,6,-77.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,5,20,3,17,-992.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,6,20,8,12,-556.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,7,20,11,9,-416.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,8,20,12,8,-238.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,9,20,9,11,-567.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,10,20,11,9,-378.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,11,20,10,10,-482.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,12,20,8,12,-584.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,13,20,11,9,-380.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,14,20,11,9,-311.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,15,20,10,10,-375.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age900,16,6,1,5,-335.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,1,20,15,5,-123.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,2,20,16,4,-83.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,3,20,15,5,-210.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,4,20,19,1,203.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,5,20,16,4,-113.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,6,20,18,2,83.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,7,20,16,4,-110.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,8,20,17,3,-4.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,9,20,18,2,99.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,10,20,19,1,182.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,11,20,16,4,-90.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,12,20,17,3,13.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,13,20,18,2,177.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,14,20,17,3,9.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,15,20,16,4,-102.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age180,16,6,4,2,-113.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,1,20,12,8,-331.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,2,20,16,4,-83.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,3,20,14,6,-281.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,4,20,17,3,73.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,5,20,15,5,-186.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,6,20,17,3,18.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,7,20,15,5,-183.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,8,20,17,3,70.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,9,20,17,3,30.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,10,20,19,1,182.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,11,20,15,5,-153.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,12,20,14,6,-191.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,13,20,18,2,177.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,14,20,17,3,9.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,15,20,15,5,-173.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age300,16,6,4,2,-113.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,1,20,11,9,-397.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,2,20,16,4,-83.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,3,20,13,7,-344.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,4,20,17,3,73.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,5,20,14,6,-254.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,6,20,17,3,18.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,7,20,15,5,-183.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,8,20,17,3,70.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,9,20,16,4,-41.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,10,20,17,3,55.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,11,20,15,5,-153.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,12,20,14,6,-191.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,13,20,18,2,177.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,14,20,16,4,-57.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,15,20,15,5,-173.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age600,16,6,4,2,-113.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,1,20,9,11,-538.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,2,20,16,4,-83.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,3,20,13,7,-344.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,4,20,17,3,73.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,5,20,13,7,-324.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,6,20,17,3,18.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,7,20,15,5,-183.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,8,20,16,4,10.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask55_age900,9,20,16,4,-41.0
