dataset,policy,block,markets,wins,losses,net_pnl_cents
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,6,20,6,14,-666.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,7,20,11,9,-255.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,8,20,9,11,-356.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,9,20,8,12,-586.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,10,20,9,11,-426.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,11,20,9,11,-506.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,13,20,9,11,-436.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,14,20,8,12,-478.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,15,20,7,13,-511.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age600,16,6,3,3,-70.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,1,20,5,15,-681.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,2,20,9,11,-437.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,3,20,9,11,-408.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,4,20,9,11,-427.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,5,20,3,17,-944.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,6,20,6,14,-666.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,7,20,11,9,-255.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,8,20,9,11,-356.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,9,20,8,12,-586.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,10,20,9,11,-426.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,11,20,9,11,-506.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,13,20,9,11,-436.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,14,20,8,12,-478.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,15,20,7,13,-511.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age900,16,6,3,3,-70.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,1,20,6,14,-630.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,2,20,14,6,-175.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,3,20,12,8,-338.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,4,20,16,4,-3.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,5,20,7,13,-740.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,6,20,12,8,-329.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,7,20,12,8,-394.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,8,20,12,8,-360.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,9,20,15,5,-101.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,10,20,16,4,24.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,11,20,15,5,-109.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,12,20,10,10,-411.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,13,20,11,9,-312.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,14,20,12,8,-274.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,15,20,10,10,-438.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,16,6,4,2,-62.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,1,20,6,14,-630.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,2,20,11,9,-315.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,3,20,10,10,-410.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,4,20,11,9,-284.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,5,20,5,15,-825.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,6,20,7,13,-661.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,7,20,12,8,-261.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,8,20,11,9,-295.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,9,20,8,12,-586.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,10,20,11,9,-309.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,11,20,11,9,-379.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,13,20,10,10,-383.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,14,20,9,11,-476.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,15,20,9,11,-372.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age300,16,6,4,2,-12.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,1,20,5,15,-692.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,2,20,9,11,-444.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,3,20,9,11,-408.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,4,20,9,11,-427.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,5,20,3,17,-956.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,6,20,6,14,-671.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,7,20,11,9,-265.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,8,20,9,11,-369.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,9,20,7,13,-660.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,10,20,9,11,-451.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,11,20,9,11,-520.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,13,20,9,11,-449.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,14,20,8,12,-478.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,15,20,7,13,-511.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,16,6,3,3,-73.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,1,20,5,15,-692.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,2,20,9,11,-444.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,3,20,9,11,-408.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,4,20,9,11,-427.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,5,20,3,17,-956.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,6,20,6,14,-671.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,7,20,11,9,-265.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,8,20,9,11,-369.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,9,20,7,13,-660.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,10,20,9,11,-451.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,11,20,9,11,-520.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,13,20,9,11,-449.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,14,20,8,12,-478.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,15,20,7,13,-511.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,16,6,3,3,-73.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,1,20,8,12,-457.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,2,20,13,7,-287.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,3,20,12,8,-338.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,4,20,16,4,-3.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,5,20,10,10,-506.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,6,20,12,8,-329.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,7,20,13,7,-311.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,8,20,14,6,-208.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,9,20,15,5,-101.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,10,20,15,5,-81.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,11,20,15,5,-95.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,12,20,11,9,-337.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,13,20,12,8,-222.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,14,20,13,7,-196.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,15,20,10,10,-433.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,16,6,4,2,-113.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,1,20,6,14,-573.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,2,20,9,11,-553.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,3,20,11,9,-338.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,4,20,10,10,-407.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,5,20,7,13,-652.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,6,20,8,12,-593.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,7,20,13,7,-178.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,8,20,11,9,-289.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,9,20,8,12,-583.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,10,20,10,10,-414.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,11,20,11,9,-365.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,12,20,7,13,-546.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,13,20,11,9,-293.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,14,20,10,10,-398.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,15,20,8,12,-490.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age300,16,6,3,3,-123.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,1,20,5,15,-635.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,2,20,8,12,-547.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,3,20,9,11,-403.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,4,20,9,11,-424.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,5,20,4,16,-852.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,6,20,7,13,-591.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,7,20,13,7,-105.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,8,20,10,10,-275.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,9,20,8,12,-583.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,10,20,9,11,-412.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,11,20,9,11,-505.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,12,20,7,13,-546.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,13,20,9,11,-423.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,14,20,8,12,-467.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,15,20,7,13,-500.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age600,16,6,2,4,-184.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,1,20,5,15,-635.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,2,20,8,12,-547.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,3,20,9,11,-403.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,4,20,9,11,-424.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,5,20,4,16,-852.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,6,20,7,13,-591.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,7,20,13,7,-105.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,8,20,10,10,-275.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,9,20,8,12,-583.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,10,20,9,11,-412.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,11,20,9,11,-505.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,12,20,7,13,-546.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,13,20,9,11,-423.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,14,20,8,12,-467.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,15,20,7,13,-500.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age900,16,6,2,4,-184.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,1,20,7,13,-542.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,2,20,14,6,-168.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,3,20,12,8,-338.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,4,20,16,4,-3.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,5,20,7,13,-728.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,6,20,12,8,-329.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,7,20,12,8,-384.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,8,20,12,8,-360.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,9,20,15,5,-101.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,10,20,15,5,-86.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,11,20,15,5,-95.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,12,20,10,10,-411.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,13,20,11,9,-299.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,14,20,12,8,-274.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,15,20,10,10,-438.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,16,6,4,2,-62.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,1,20,6,14,-619.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,2,20,11,9,-308.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,3,20,10,10,-410.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,4,20,11,9,-284.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,5,20,5,15,-813.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,6,20,7,13,-661.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,7,20,12,8,-251.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,8,20,11,9,-295.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,9,20,8,12,-586.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,10,20,11,9,-295.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,11,20,11,9,-365.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,13,20,10,10,-370.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,14,20,9,11,-476.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,15,20,9,11,-372.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age300,16,6,4,2,-9.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,1,20,5,15,-681.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,2,20,9,11,-437.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,3,20,9,11,-408.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,4,20,9,11,-427.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,5,20,3,17,-944.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,6,20,6,14,-666.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,7,20,11,9,-255.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,8,20,9,11,-356.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,9,20,8,12,-586.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,10,20,9,11,-426.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,11,20,9,11,-506.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,13,20,9,11,-436.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,14,20,8,12,-478.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,15,20,7,13,-511.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age600,16,6,3,3,-70.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,1,20,5,15,-681.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,2,20,9,11,-437.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,3,20,9,11,-408.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,4,20,9,11,-427.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,5,20,3,17,-944.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,6,20,6,14,-666.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,7,20,11,9,-255.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,8,20,9,11,-356.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,9,20,8,12,-586.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,10,20,9,11,-426.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,11,20,9,11,-506.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,13,20,9,11,-436.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,14,20,8,12,-478.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,15,20,7,13,-511.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age900,16,6,3,3,-70.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,1,20,6,14,-630.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,2,20,14,6,-175.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,3,20,12,8,-338.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,4,20,16,4,-3.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,5,20,7,13,-740.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,6,20,12,8,-329.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,7,20,12,8,-394.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,8,20,12,8,-360.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,9,20,15,5,-101.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,10,20,16,4,24.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,11,20,15,5,-109.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,12,20,10,10,-411.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,13,20,11,9,-312.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,14,20,12,8,-274.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,15,20,10,10,-438.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,16,6,4,2,-62.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,1,20,6,14,-630.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,2,20,11,9,-315.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,3,20,10,10,-410.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,4,20,11,9,-284.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,5,20,5,15,-825.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,6,20,7,13,-661.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,7,20,12,8,-261.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,8,20,11,9,-295.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,9,20,8,12,-586.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,10,20,11,9,-309.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,11,20,11,9,-379.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,13,20,10,10,-383.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,14,20,9,11,-476.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,15,20,9,11,-372.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age300,16,6,4,2,-12.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,1,20,5,15,-692.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,2,20,9,11,-444.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,3,20,9,11,-408.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,4,20,9,11,-427.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,5,20,3,17,-956.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,6,20,6,14,-671.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,7,20,11,9,-265.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,8,20,9,11,-369.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,9,20,7,13,-660.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,10,20,9,11,-451.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,11,20,9,11,-520.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,12,20,6,14,-621.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,13,20,9,11,-449.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,14,20,8,12,-478.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,15,20,7,13,-511.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,16,6,3,3,-73.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,1,20,5,15,-692.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,2,20,9,11,-444.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,3,20,9,11,-408.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,4,20,9,11,-427.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,5,20,3,17,-956.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,6,20,6,14,-671.0
current,p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,7,20,11,9,-265.0
