stage1,fallback,target_pass,less_degenerate_pass,stage1_markets,fallback_markets,min_test_accuracy,min_test_coverage,all_markets,all_wins,all_losses,all_base_markets,all_accuracy,all_coverage,all_wilson_low,all_median_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_gross_pnl_cents,all_stake_cents,all_gross_roi,train_markets,train_wins,train_losses,train_base_markets,train_accuracy,train_coverage,train_wilson_low,train_median_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_gross_pnl_cents,train_stake_cents,train_gross_roi,validation_markets,validation_wins,validation_losses,validation_base_markets,validation_accuracy,validation_coverage,validation_wilson_low,validation_median_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_gross_pnl_cents,validation_stake_cents,validation_gross_roi,holdout_markets,holdout_wins,holdout_losses,holdout_base_markets,holdout_accuracy,holdout_coverage,holdout_wilson_low,holdout_median_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_gross_pnl_cents,holdout_stake_cents,holdout_gross_roi
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,141,12,0.8666666666666667,0.9375,153,134,19,156,0.8758169934640523,0.9807692307692307,0.8141840114543485,87.0,91.0,8,0,442.679,82.0,13318.0,0.00615708064273915,92,81,11,93,0.8804347826086957,0.989247311827957,0.7984624277438815,86.0,91.0,4,0,447.358,109.0,7991.0,0.013640345388562132,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,91.5,4,0,406.821,-19.0,2719.0,-0.006987863184994484,30,26,4,32,0.8666666666666667,0.9375,0.7031831605558306,87.5,89.75,0,0,467.43100000000004,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=120,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,135,18,0.8666666666666667,0.9375,153,134,19,156,0.8758169934640523,0.9807692307692307,0.8141840114543485,87.0,91.0,8,0,442.679,75.0,13325.0,0.005628517823639775,92,81,11,93,0.8804347826086957,0.989247311827957,0.7984624277438815,86.0,91.0,4,0,447.358,102.0,7998.0,0.012753188297074268,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,91.5,4,0,406.821,-19.0,2719.0,-0.006987863184994484,30,26,4,32,0.8666666666666667,0.9375,0.7031831605558306,87.5,89.75,0,0,467.43100000000004,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,135,18,0.8666666666666667,0.9375,153,134,19,156,0.8758169934640523,0.9807692307692307,0.8141840114543485,87.0,91.0,8,0,442.679,75.0,13325.0,0.005628517823639775,92,81,11,93,0.8804347826086957,0.989247311827957,0.7984624277438815,86.0,91.0,4,0,447.358,102.0,7998.0,0.012753188297074268,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,91.5,4,0,406.821,-19.0,2719.0,-0.006987863184994484,30,26,4,32,0.8666666666666667,0.9375,0.7031831605558306,87.5,89.75,0,0,467.43100000000004,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,114,38,0.8666666666666667,0.9375,152,133,19,156,0.875,0.9743589743589743,0.813014945134161,86.5,90.25,9,0,417.8675,69.0,13231.0,0.005215025319325826,92,81,11,93,0.8804347826086957,0.989247311827957,0.7984624277438815,86.0,90.25,7,0,419.5355,91.0,8009.0,0.01136221750530653,30,26,4,31,0.8666666666666667,0.967741935483871,0.7031831605558306,87.5,90.75,2,0,364.8855,-14.0,2614.0,-0.005355776587605203,30,26,4,32,0.8666666666666667,0.9375,0.7031831605558306,87.5,89.75,0,0,467.43100000000004,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,114,38,0.8666666666666667,0.9375,152,133,19,156,0.875,0.9743589743589743,0.813014945134161,86.5,90.25,9,0,417.8675,69.0,13231.0,0.005215025319325826,92,81,11,93,0.8804347826086957,0.989247311827957,0.7984624277438815,86.0,90.25,7,0,419.5355,91.0,8009.0,0.01136221750530653,30,26,4,31,0.8666666666666667,0.967741935483871,0.7031831605558306,87.5,90.75,2,0,364.8855,-14.0,2614.0,-0.005355776587605203,30,26,4,32,0.8666666666666667,0.9375,0.7031831605558306,87.5,89.75,0,0,467.43100000000004,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,113,39,0.8666666666666667,0.9375,152,133,19,156,0.875,0.9743589743589743,0.813014945134161,87.0,91.0,9,0,417.8675,62.0,13238.0,0.004683486931560659,92,81,11,93,0.8804347826086957,0.989247311827957,0.7984624277438815,86.0,91.0,7,0,419.5355,84.0,8016.0,0.010479041916167664,30,26,4,31,0.8666666666666667,0.967741935483871,0.7031831605558306,87.5,90.75,2,0,364.8855,-14.0,2614.0,-0.005355776587605203,30,26,4,32,0.8666666666666667,0.9375,0.7031831605558306,87.5,89.75,0,0,467.43100000000004,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,113,39,0.8666666666666667,0.9375,152,133,19,156,0.875,0.9743589743589743,0.813014945134161,87.0,91.0,9,0,417.8675,62.0,13238.0,0.004683486931560659,92,81,11,93,0.8804347826086957,0.989247311827957,0.7984624277438815,86.0,91.0,7,0,419.5355,84.0,8016.0,0.010479041916167664,30,26,4,31,0.8666666666666667,0.967741935483871,0.7031831605558306,87.5,90.75,2,0,364.8855,-14.0,2614.0,-0.005355776587605203,30,26,4,32,0.8666666666666667,0.9375,0.7031831605558306,87.5,89.75,0,0,467.43100000000004,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,88,56,0.8620689655172413,0.90625,144,132,12,156,0.9166666666666666,0.9230769230769231,0.85999051009074,90.0,96.0,56,0,298.589,86.0,13114.0,0.006557877077931981,86,81,5,93,0.9418604651162791,0.9247311827956989,0.8710198527204016,90.0,96.0,38,0,293.41049999999996,223.0,7877.0,0.02831027040751555,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,96.0,9,0,331.006,-129.0,2629.0,-0.04906808672499049,29,26,3,32,0.896551724137931,0.90625,0.7361455275293085,89.0,96.0,9,0,398.264,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,88,56,0.8620689655172413,0.90625,144,132,12,156,0.9166666666666666,0.9230769230769231,0.85999051009074,90.0,96.0,56,0,298.589,86.0,13114.0,0.006557877077931981,86,81,5,93,0.9418604651162791,0.9247311827956989,0.8710198527204016,90.0,96.0,38,0,293.41049999999996,223.0,7877.0,0.02831027040751555,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,96.0,9,0,331.006,-129.0,2629.0,-0.04906808672499049,29,26,3,32,0.896551724137931,0.90625,0.7361455275293085,89.0,96.0,9,0,398.264,-8.0,2608.0,-0.003067484662576687
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,131,5,0.8620689655172413,0.84375,136,124,12,156,0.9117647058823529,0.8717948717948718,0.8521002501471651,90.0,93.0,17,0,411.79,112.0,12288.0,0.009114583333333334,80,75,5,93,0.9375,0.8602150537634409,0.8618967084664823,91.0,94.0,11,0,411.79,249.0,7251.0,0.03434009102192801,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,92.0,5,0,406.821,-114.0,2614.0,-0.04361132364192808,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,90.0,93.0,1,0,456.361,-23.0,2423.0,-0.009492364836978951
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,131,5,0.8620689655172413,0.84375,136,124,12,156,0.9117647058823529,0.8717948717948718,0.8521002501471651,90.0,93.0,17,0,411.79,112.0,12288.0,0.009114583333333334,80,75,5,93,0.9375,0.8602150537634409,0.8618967084664823,91.0,94.0,11,0,411.79,249.0,7251.0,0.03434009102192801,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,92.0,5,0,406.821,-114.0,2614.0,-0.04361132364192808,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,90.0,93.0,1,0,456.361,-23.0,2423.0,-0.009492364836978951
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,131,4,0.8620689655172413,0.84375,135,123,12,156,0.9111111111111111,0.8653846153846154,0.8510510589063756,90.0,93.0,16,0,410.939,109.0,12191.0,0.008941022065458125,79,74,5,93,0.9367088607594937,0.8494623655913979,0.8602493258443956,91.0,93.5,10,0,410.939,246.0,7154.0,0.034386357282639085,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,92.0,5,0,406.821,-114.0,2614.0,-0.04361132364192808,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,90.0,93.0,1,0,456.361,-23.0,2423.0,-0.009492364836978951
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,131,4,0.8620689655172413,0.84375,135,123,12,156,0.9111111111111111,0.8653846153846154,0.8510510589063756,90.0,93.0,16,0,410.939,109.0,12191.0,0.008941022065458125,79,74,5,93,0.9367088607594937,0.8494623655913979,0.8602493258443956,91.0,93.5,10,0,410.939,246.0,7154.0,0.034386357282639085,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,92.0,5,0,406.821,-114.0,2614.0,-0.04361132364192808,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,90.0,93.0,1,0,456.361,-23.0,2423.0,-0.009492364836978951
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,117,17,0.8620689655172413,0.84375,134,122,12,156,0.9104477611940298,0.8589743589743589,0.8499868912578766,90.0,94.0,23,0,413.242,56.0,12144.0,0.00461133069828722,78,73,5,93,0.9358974358974359,0.8387096774193549,0.8585622037936654,91.0,94.0,16,0,413.905,205.0,7095.0,0.028893587033121917,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,94.0,6,0,406.821,-126.0,2626.0,-0.04798172124904798,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,90.0,93.0,1,0,456.361,-23.0,2423.0,-0.009492364836978951
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,117,17,0.8620689655172413,0.84375,134,122,12,156,0.9104477611940298,0.8589743589743589,0.8499868912578766,90.0,94.0,23,0,413.242,56.0,12144.0,0.00461133069828722,78,73,5,93,0.9358974358974359,0.8387096774193549,0.8585622037936654,91.0,94.0,16,0,413.905,205.0,7095.0,0.028893587033121917,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,94.0,6,0,406.821,-126.0,2626.0,-0.04798172124904798,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,90.0,93.0,1,0,456.361,-23.0,2423.0,-0.009492364836978951
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,118,15,0.8620689655172413,0.84375,133,121,12,156,0.9097744360902256,0.8525641025641025,0.8489074246081333,90.0,94.0,22,0,412.641,55.0,12045.0,0.0045662100456621,77,72,5,93,0.935064935064935,0.8279569892473119,0.8568338883453717,91.0,94.0,15,0,412.641,204.0,6996.0,0.029159519725557463,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,94.0,6,0,406.821,-126.0,2626.0,-0.04798172124904798,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,90.0,93.0,1,0,456.361,-23.0,2423.0,-0.009492364836978951
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,118,15,0.8620689655172413,0.84375,133,121,12,156,0.9097744360902256,0.8525641025641025,0.8489074246081333,90.0,94.0,22,0,412.641,55.0,12045.0,0.0045662100456621,77,72,5,93,0.935064935064935,0.8279569892473119,0.8568338883453717,91.0,94.0,15,0,412.641,204.0,6996.0,0.029159519725557463,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,94.0,6,0,406.821,-126.0,2626.0,-0.04798172124904798,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,90.0,93.0,1,0,456.361,-23.0,2423.0,-0.009492364836978951
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,81,52,0.8620689655172413,0.8125,133,121,12,156,0.9097744360902256,0.8525641025641025,0.8489074246081333,90.0,95.0,35,0,410.939,45.0,12055.0,0.0037328909166321027,78,73,5,93,0.9358974358974359,0.8387096774193549,0.8585622037936654,90.0,96.0,24,0,411.7785,197.0,7103.0,0.027734759960580037,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,94.0,7,0,362.944,-127.0,2627.0,-0.048344118766653975,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,89.0,93.0,4,0,436.379,-25.0,2325.0,-0.010752688172043012
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,81,52,0.8620689655172413,0.8125,133,121,12,156,0.9097744360902256,0.8525641025641025,0.8489074246081333,90.0,95.0,35,0,410.939,45.0,12055.0,0.0037328909166321027,78,73,5,93,0.9358974358974359,0.8387096774193549,0.8585622037936654,90.0,96.0,24,0,411.7785,197.0,7103.0,0.027734759960580037,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,90.0,94.0,7,0,362.944,-127.0,2627.0,-0.048344118766653975,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,89.0,93.0,4,0,436.379,-25.0,2325.0,-0.010752688172043012
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,91,36,0.8620689655172413,0.8125,127,115,12,156,0.905511811023622,0.8141025641025641,0.8420900622240792,89.0,94.0,30,0,362.944,69.0,11431.0,0.006036217303822937,72,67,5,93,0.9305555555555556,0.7741935483870968,0.847518240672898,90.0,95.25,20,0,348.549,192.0,6508.0,0.02950215119852489,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,91.0,6,0,331.006,-104.0,2604.0,-0.039938556067588324,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,88.5,90.0,4,0,431.7405,-19.0,2319.0,-0.008193186718413108
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,91,36,0.8620689655172413,0.8125,127,115,12,156,0.905511811023622,0.8141025641025641,0.8420900622240792,89.0,94.0,30,0,362.944,69.0,11431.0,0.006036217303822937,72,67,5,93,0.9305555555555556,0.7741935483870968,0.847518240672898,90.0,95.25,20,0,348.549,192.0,6508.0,0.02950215119852489,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,91.0,6,0,331.006,-104.0,2604.0,-0.039938556067588324,26,23,3,32,0.8846153846153846,0.8125,0.7102370691310167,88.5,90.0,4,0,431.7405,-19.0,2319.0,-0.008193186718413108
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,91,30,0.8620689655172413,0.78125,121,109,12,156,0.9008264462809917,0.7756410256410257,0.8346292610982092,89.0,90.0,30,0,412.641,33.0,10867.0,0.0030367166651329713,67,62,5,93,0.9253731343283582,0.7204301075268817,0.8369075523798613,89.0,95.5,18,0,414.039,164.0,6036.0,0.027170311464546057,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,90.0,7,0,362.944,-106.0,2606.0,-0.04067536454336147,25,22,3,32,0.88,0.78125,0.7004380781662651,88.0,90.0,5,0,439.905,-25.0,2225.0,-0.011235955056179775
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,91,30,0.8620689655172413,0.78125,121,109,12,156,0.9008264462809917,0.7756410256410257,0.8346292610982092,89.0,90.0,30,0,412.641,33.0,10867.0,0.0030367166651329713,67,62,5,93,0.9253731343283582,0.7204301075268817,0.8369075523798613,89.0,95.5,18,0,414.039,164.0,6036.0,0.027170311464546057,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,89.0,90.0,7,0,362.944,-106.0,2606.0,-0.04067536454336147,25,22,3,32,0.88,0.78125,0.7004380781662651,88.0,90.0,5,0,439.905,-25.0,2225.0,-0.011235955056179775
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,100,44,0.8620689655172413,0.90625,144,128,16,156,0.8888888888888888,0.9230769230769231,0.8271263476769637,88.0,96.0,44,0,399.2065,-43.0,12843.0,-0.003348127384567469,86,77,9,93,0.8953488372093024,0.9247311827956989,0.8129279405934361,88.5,96.0,27,0,402.07550000000003,11.0,7689.0,0.001430615164520744,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,88.0,96.0,8,0,351.8,-78.0,2578.0,-0.030256012412723042,29,26,3,32,0.896551724137931,0.90625,0.7361455275293085,88.0,96.0,9,0,439.905,24.0,2576.0,0.009316770186335404
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.8; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,100,44,0.8620689655172413,0.90625,144,128,16,156,0.8888888888888888,0.9230769230769231,0.8271263476769637,88.0,96.0,44,0,399.2065,-43.0,12843.0,-0.003348127384567469,86,77,9,93,0.8953488372093024,0.9247311827956989,0.8129279405934361,88.5,96.0,27,0,402.07550000000003,11.0,7689.0,0.001430615164520744,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,88.0,96.0,8,0,351.8,-78.0,2578.0,-0.030256012412723042,29,26,3,32,0.896551724137931,0.90625,0.7361455275293085,88.0,96.0,9,0,439.905,24.0,2576.0,0.009316770186335404
economical; choose=book_p_side; book_p_side>=0.85; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,128,12,0.8620689655172413,0.90625,140,124,16,156,0.8857142857142857,0.8974358974358975,0.822407901335701,88.0,89.0,12,0,422.80600000000004,-1.0,12401.0,-8.063865817272801e-05,82,73,9,93,0.8902439024390244,0.8817204301075269,0.8043857417083993,88.0,90.0,8,0,428.9225,25.0,7275.0,0.003436426116838488,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,88.0,89.0,3,0,347.935,-69.0,2569.0,-0.026858699883223043,29,26,3,32,0.896551724137931,0.90625,0.7361455275293085,88.0,89.0,1,0,423.576,43.0,2557.0,0.016816581931951506
economical; choose=book_p_side; book_p_side>=0.85; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,124,13,0.8620689655172413,0.90625,137,121,16,156,0.8832116788321168,0.8782051282051282,0.8186967684431635,88.0,89.0,13,0,424.439,-49.0,12149.0,-0.004033253765742036,79,70,9,93,0.8860759493670886,0.8494623655913979,0.7974501267503696,88.0,90.0,9,0,440.103,-23.0,7023.0,-0.0032749537234799944,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,88.0,89.0,3,0,347.935,-69.0,2569.0,-0.026858699883223043,29,26,3,32,0.896551724137931,0.90625,0.7361455275293085,88.0,89.0,1,0,423.576,43.0,2557.0,0.016816581931951506
economical; choose=book_p_side; book_p_side>=0.85; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,122,15,0.8620689655172413,0.84375,137,121,16,156,0.8832116788321168,0.8782051282051282,0.8186967684431635,88.0,89.0,15,0,423.576,-65.0,12165.0,-0.005343197698314837,81,72,9,93,0.8888888888888888,0.8709677419354839,0.8021271435356178,88.0,90.0,10,0,430.197,-8.0,7208.0,-0.0011098779134295228,29,25,4,31,0.8620689655172413,0.9354838709677419,0.6944064228730067,88.0,89.0,4,0,347.935,-77.0,2577.0,-0.029879705083430345,27,24,3,32,0.8888888888888888,0.84375,0.7194181745602704,88.0,89.0,1,0,423.576,20.0,2380.0,0.008403361344537815
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,False,False,140,10,0.8620689655172413,0.90625,150,132,18,156,0.88,0.9615384615384616,0.8182903386460475,86.5,91.0,14,0,451.3165,120.0,13080.0,0.009174311926605505,90,80,10,93,0.8888888888888888,0.967741935483871,0.8074203653741284,86.0,90.75,8,0,471.86,166.0,7834.0,0.02118968598417156,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,92.0,5,0,406.821,-29.0,2729.0,-0.010626603151337486,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,1,0,468.639,-17.0,2517.0,-0.006754072308303536
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,False,False,140,10,0.8620689655172413,0.90625,150,132,18,156,0.88,0.9615384615384616,0.8182903386460475,86.5,91.0,14,0,451.3165,120.0,13080.0,0.009174311926605505,90,80,10,93,0.8888888888888888,0.967741935483871,0.8074203653741284,86.0,90.75,8,0,471.86,166.0,7834.0,0.02118968598417156,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,92.0,5,0,406.821,-29.0,2729.0,-0.010626603151337486,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,1,0,468.639,-17.0,2517.0,-0.006754072308303536
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,144,5,0.8620689655172413,0.90625,149,131,18,156,0.8791946308724832,0.9551282051282052,0.8171241452018014,86.0,91.0,13,0,449.522,124.0,12976.0,0.009556103575832305,89,79,10,93,0.8876404494382022,0.956989247311828,0.8053880872134395,86.0,90.0,7,0,469.301,166.0,7734.0,0.021463666925265062,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,92.0,5,0,406.821,-25.0,2725.0,-0.009174311926605505,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,1,0,468.639,-17.0,2517.0,-0.006754072308303536
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,144,5,0.8620689655172413,0.90625,149,131,18,156,0.8791946308724832,0.9551282051282052,0.8171241452018014,86.0,91.0,13,0,449.522,124.0,12976.0,0.009556103575832305,89,79,10,93,0.8876404494382022,0.956989247311828,0.8053880872134395,86.0,90.0,7,0,469.301,166.0,7734.0,0.021463666925265062,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,92.0,5,0,406.821,-25.0,2725.0,-0.009174311926605505,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,1,0,468.639,-17.0,2517.0,-0.006754072308303536
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.8; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,False,False,117,32,0.8620689655172413,0.90625,149,131,18,156,0.8791946308724832,0.9551282051282052,0.8171241452018014,86.0,90.0,32,0,442.679,81.0,13019.0,0.006221676011982487,89,79,10,93,0.8876404494382022,0.956989247311828,0.8053880872134395,86.0,90.0,19,0,467.37,130.0,7770.0,0.01673101673101673,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,87.0,93.0,8,0,406.821,-26.0,2726.0,-0.009537784299339692,29,25,4,32,0.8620689655172413,0.90625,0.6944064228730067,87.0,89.0,5,0,468.639,-23.0,2523.0,-0.009116131589377725
